PM2.5,PM10,NO2,AQI
147.65,281.8,56.46,374.0
101.61,214.37,47.8,263.0
113.2,260.46,49.25,334.0
112.89,254.24,43.78,333.0
95.72,183.08,57.74,262.0
108.4,156.58,42.63,236.0
245.97,274.06,35.11,340.0
277.53,379.38,60.17,415.0
232.4,361.0,68.4,420.0
244.78,385.66,82.74,407.0
293.49,401.49,87.47,454.0
161.78,234.94,63.78,388.0
153.33,260.04,58.13,276.0
353.86,496.61,86.59,483.0
217.55,356.92,75.98,451.0
201.44,364.2,79.2,378.0
249.95,452.96,84.89,439.0
219.68,408.52,55.72,431.0
258.48,398.16,54.69,421.0
291.66,469.38,61.66,454.0
221.68,377.4,60.05,450.0
214.24,342.13,83.62,367.0
184.02,323.56,85.03,383.0
136.22,280.47,57.11,347.0
188.09,367.46,74.39,369.0
238.69,397.16,96.62,392.0
271.42,470.08,101.44,455.0
293.73,467.32,97.76,450.0
247.27,450.96,92.32,478.0
266.95,419.98,105.29,431.0
241.61,424.09,88.74,440.0
149.14,312.85,54.63,376.0
182.5,317.46,69.29,347.0
193.58,343.26,71.35,343.0
172.89,294.29,47.21,362.0
190.46,342.59,51.84,319.0
282.76,419.33,78.48,425.0
183.28,371.83,83.03,400.0
240.97,389.18,72.93,433.0
295.71,476.09,94.04,463.0
66.12,114.15,27.52,131.0
80.94,125.39,21.39,165.0
75.4,102.91,38.55,176.0
89.38,140.94,29.45,172.0
74.2,125.73,26.08,137.0
68.47,120.56,28.66,131.0
63.41,128.15,25.2,132.0
69.45,127.48,26.09,115.0
76.81,138.81,28.99,151.0
75.73,125.31,24.45,180.0
79.81,111.43,27.44,183.0
70.98,151.15,25.61,193.0
102.2,155.03,24.51,224.0
107.63,173.87,27.06,268.0
105.88,158.68,31.67,253.0
104.45,122.3,30.92,208.0
106.85,186.91,31.1,211.0
137.42,207.87,29.16,246.0
147.07,208.87,30.14,319.0
147.83,195.47,30.0,317.0
152.61,213.98,58.53,310.0
121.7,212.35,57.08,313.0
152.16,204.03,63.15,310.0
176.17,259.0,53.51,336.0
426.52,387.13,54.76,497.0
213.12,317.52,50.13,404.0
146.01,201.91,55.88,338.0
163.35,242.73,64.25,327.0
188.24,331.64,81.33,366.0
203.03,326.46,80.62,357.0
178.91,290.41,90.56,328.0
167.54,293.68,65.44,345.0
198.37,329.05,84.45,379.0
187.82,300.92,60.61,362.0
196.37,308.22,69.51,340.0
211.64,323.45,53.08,366.0
179.17,265.9,46.83,344.0
160.69,227.41,47.7,305.0
168.16,239.73,46.49,310.0
190.33,292.7,47.28,345.0
209.61,334.64,60.56,370.0
216.53,330.27,57.27,377.0
517.93,654.68,65.17,532.0
639.19,796.88,77.51,675.0
495.9,652.21,81.67,677.0
370.73,496.48,80.73,597.0
363.77,511.44,78.61,471.0
465.08,622.4,70.1,613.0
354.56,498.63,65.77,561.0
254.36,365.91,56.46,444.0
192.04,279.26,57.85,378.0
191.57,278.95,53.86,357.0
150.79,220.08,47.38,330.0
143.51,202.59,43.91,309.0
128.65,190.51,45.6,297.0
171.34,249.28,52.73,329.0
178.08,253.38,54.75,341.0
177.41,258.11,54.64,348.0
175.56,251.23,55.04,340.0
187.97,256.92,64.15,348.0
185.31,268.09,76.48,347.0
224.37,338.82,67.6,368.0
198.34,328.09,68.93,382.0
167.74,290.47,62.53,360.0
215.17,327.64,75.37,359.0
219.84,344.17,57.73,388.0
190.45,309.07,56.83,377.0
208.87,324.46,65.66,356.0
240.87,359.22,65.83,384.0
261.82,390.1,65.49,415.0
230.56,358.86,64.61,404.0
120.91,210.21,51.02,330.0
88.95,170.12,45.83,215.0
115.08,204.38,53.85,220.0
165.76,268.35,70.14,312.0
230.34,341.87,83.94,389.0
218.87,338.45,71.25,406.0
109.18,152.76,45.94,280.0
134.99,203.48,40.27,263.0
126.67,189.9,36.59,276.0
127.57,194.15,34.73,292.0
100.72,152.72,29.84,228.0
95.58,163.65,37.37,195.0
115.19,189.64,45.8,223.0
168.33,257.19,54.84,291.0
283.24,410.74,66.41,378.0
293.14,435.23,61.63,467.0
157.72,241.38,50.73,370.0
117.72,181.59,50.97,253.0
203.18,301.71,66.65,309.0
259.0,368.35,58.92,398.0
224.42,326.11,57.6,372.0
224.27,317.87,65.61,379.0
249.17,362.39,70.25,398.0
227.28,347.63,59.7,399.0
273.56,401.15,60.4,421.0
306.17,445.58,66.97,451.0
303.41,415.09,63.92,462.0
277.48,422.59,53.73,439.0
217.01,336.87,52.24,405.0
248.54,377.61,61.57,394.0
240.42,360.99,54.8,398.0
252.57,378.9,59.12,403.0
191.66,292.74,47.02,384.0
152.98,259.13,51.6,314.0
233.1,355.21,66.19,373.0
186.26,294.24,60.21,366.0
154.64,243.95,63.57,318.0
168.87,281.06,65.3,306.0
230.5,355.43,61.28,370.0
191.47,308.74,54.37,365.0
177.71,309.85,52.51,352.0
133.56,231.04,46.86,278.0
235.06,353.55,47.86,350.0
276.25,428.08,55.08,411.0
253.7,398.16,49.45,451.0
152.33,252.92,38.87,351.0
153.61,274.5,44.09,310.0
202.11,352.68,56.45,362.0
160.79,248.48,47.26,343.0
130.16,192.19,35.33,286.0
111.75,167.31,40.13,267.0
128.45,207.66,38.17,263.0
155.2,271.1,45.14,284.0
150.96,248.26,47.6,334.0
162.48,272.45,54.51,332.0
126.84,212.59,47.59,300.0
123.48,205.56,45.46,271.0
157.33,298.58,63.88,293.0
140.35,282.16,54.28,318.0
115.05,239.61,51.46,277.0
133.8,252.13,46.74,284.0
163.6,308.37,63.42,313.0
143.29,274.72,56.51,324.0
131.49,246.92,54.53,287.0
186.19,338.61,74.83,334.0
203.33,348.94,74.5,375.0
209.7,373.06,99.06,378.0
148.13,300.96,62.4,350.0
72.36,153.11,33.08,218.0
103.93,170.12,46.48,189.0
76.92,149.43,34.92,217.0
94.49,173.59,38.54,189.0
123.19,219.11,48.33,248.0
127.8,244.27,49.9,277.0
127.27,234.67,50.94,284.0
172.55,315.75,71.76,321.0
167.16,317.53,68.29,335.0
172.99,346.46,92.54,347.0
159.67,313.47,66.4,333.0
163.75,333.99,70.77,331.0
164.2,349.29,62.66,347.0
106.26,222.46,42.88,317.0
67.27,156.72,33.59,170.0
85.53,178.51,43.12,167.0
143.25,279.26,52.5,274.0
120.71,256.86,51.74,293.0
139.18,253.32,50.64,300.0
98.25,205.92,41.07,244.0
79.83,182.26,39.02,205.0
76.96,164.74,39.58,180.0
75.45,163.52,37.92,170.0
87.62,178.53,45.6,192.0
139.88,283.57,79.5,262.0
134.76,274.89,65.86,316.0
75.67,171.69,39.85,207.0
88.3,183.74,41.81,179.0
105.29,223.67,45.32,236.0
109.22,245.66,56.5,241.0
116.62,328.98,64.82,287.0
108.98,314.72,48.86,314.0
111.67,256.67,41.48,269.0
81.57,170.16,32.61,218.0
82.15,173.07,31.72,177.0
81.93,197.13,43.85,177.0
109.99,249.2,55.71,224.0
133.53,280.94,45.33,302.0
83.4,176.02,33.49,226.0
64.2,151.45,34.53,171.0
78.4,186.62,37.32,183.0
85.34,190.95,34.66,202.0
85.9,198.67,41.2,203.0
111.26,256.4,60.75,246.0
117.78,280.25,71.04,293.0
95.98,217.49,41.56,238.0
96.45,241.13,45.84,234.0
101.59,292.49,44.76,269.0
75.14,199.8,37.97,217.0
96.38,241.96,48.52,217.0
101.18,252.21,51.63,239.0
111.82,262.69,52.51,244.0
152.56,337.64,60.24,329.0
100.5,231.2,44.92,271.0
48.46,132.97,36.94,170.0
50.27,137.52,34.29,142.0
49.56,123.41,39.45,133.0
93.89,251.98,45.16,205.0
48.61,125.53,32.33,179.0
46.21,109.03,40.94,135.0
83.96,196.02,54.68,201.0
97.16,235.01,59.41,233.0
107.36,258.52,67.79,240.0
119.75,334.05,76.17,296.0
81.97,260.67,57.84,266.0
73.44,256.18,40.44,216.0
89.49,282.24,51.78,242.0
100.01,385.04,40.56,271.0
119.24,480.07,30.99,444.0
62.06,208.53,31.63,302.0
76.11,219.94,39.43,197.0
108.64,274.05,57.07,242.0
117.56,313.41,82.47,287.0
142.82,397.1,78.5,329.0
107.47,336.49,49.86,351.0
84.13,316.52,36.11,288.0
89.1,259.12,42.57,259.0
79.3,214.51,46.42,221.0
54.88,165.91,33.37,173.0
66.74,189.28,34.14,161.0
47.25,153.75,31.77,167.0
49.09,123.82,30.44,146.0
74.82,196.76,46.75,174.0
110.48,290.63,53.69,280.0
111.95,302.1,54.75,243.0
61.0,177.71,27.66,252.0
71.99,177.76,46.09,168.0
93.45,215.34,52.15,218.0
132.39,315.8,65.41,292.0
144.33,353.5,74.13,330.0
80.64,236.35,31.22,285.0
49.22,137.39,40.3,174.0
67.23,177.03,39.81,173.0
78.74,221.21,41.79,194.0
105.99,288.92,44.14,240.0
96.96,241.99,53.88,254.0
103.98,284.44,65.52,270.0
83.66,228.61,45.88,231.0
71.25,209.67,42.68,208.0
91.16,243.14,59.07,207.0
129.23,324.0,77.28,306.0
114.13,298.07,57.51,303.0
83.88,249.82,59.34,260.0
103.02,263.49,64.88,244.0
97.37,314.96,58.31,268.0
117.56,290.96,54.01,276.0
112.6,312.18,60.34,303.0
65.76,295.94,33.21,272.0
71.99,235.22,40.76,223.0
79.98,233.97,30.14,196.0
52.6,154.66,29.28,183.0
59.52,140.21,31.51,154.0
64.42,179.31,30.68,170.0
61.72,152.57,27.67,160.0
57.68,159.45,31.11,146.0
73.77,165.33,33.8,166.0
76.78,196.34,31.27,180.0
52.79,136.75,27.39,153.0
67.02,141.09,34.23,153.0
73.22,218.14,34.85,186.0
141.28,497.9,31.72,285.0
261.77,743.98,25.75,453.0
225.49,761.91,25.37,522.0
153.28,613.34,24.61,593.0
127.32,516.85,25.0,531.0
84.47,289.18,22.78,384.0
61.06,166.71,26.68,179.0
52.76,152.06,26.52,146.0
67.55,201.22,33.71,175.0
76.98,273.16,34.82,221.0
83.98,247.55,45.06,249.0
81.33,242.29,44.23,228.0
54.15,163.89,34.98,194.0
46.9,155.61,34.92,168.0
29.98,92.12,34.16,128.0
52.48,111.4,31.0,126.0
30.07,71.42,29.01,99.0
37.11,84.12,30.43,90.0
41.41,103.75,32.89,113.0
34.18,97.81,28.46,102.0
34.24,122.23,25.74,111.0
44.55,109.65,37.27,122.0
45.76,113.75,31.17,128.0
50.41,133.6,38.05,130.0
57.12,163.19,36.71,147.0
61.93,158.13,34.43,155.0
68.2,179.05,39.85,176.0
70.48,169.96,35.14,168.0
47.48,112.45,28.19,140.0
39.78,102.39,31.82,111.0
46.53,127.08,34.22,130.0
28.44,61.6,31.94,109.0
33.82,70.35,31.63,96.0
37.76,78.42,28.9,92.0
37.32,83.03,33.31,95.0
34.26,84.78,30.73,105.0
37.76,97.11,29.45,114.0
35.04,83.54,27.41,106.0
37.26,80.33,33.46,90.0
50.21,95.93,36.48,114.0
25.81,47.63,27.55,87.0
32.39,69.73,28.74,80.0
39.3,94.8,29.15,101.0
34.7,80.13,27.58,90.0
32.22,57.98,25.1,90.0
21.75,35.79,23.41,68.0
37.69,67.2,21.59,71.0
44.03,116.89,25.02,100.0
39.89,122.86,25.06,122.0
50.59,165.4,28.84,135.0
55.77,195.09,26.14,155.0
71.5,268.29,25.2,215.0
65.46,248.8,26.08,228.0
69.75,264.97,28.77,215.0
63.57,246.89,24.82,234.0
50.64,131.76,26.59,166.0
44.54,110.19,26.15,123.0
36.7,76.04,25.24,108.0
36.84,91.15,24.98,102.0
46.24,115.63,34.82,111.0
32.72,98.26,24.06,106.0
25.7,83.58,23.5,92.0
32.75,106.03,25.04,102.0
46.85,126.7,29.49,122.0
43.0,117.21,23.72,128.0
36.49,88.06,29.32,109.0
32.98,80.82,24.58,109.0
32.11,77.4,26.17,90.0
47.01,96.0,31.85,100.0
61.1,125.39,32.54,138.0
30.98,77.56,27.85,105.0
29.75,74.91,28.18,91.0
31.19,73.3,24.72,86.0
23.71,88.0,24.6,89.0
21.96,82.69,22.78,100.0
23.96,77.21,19.92,85.0
24.78,56.62,23.6,82.0
29.26,58.76,25.52,81.0
36.06,65.58,26.12,88.0
41.26,95.47,28.28,97.0
47.53,152.29,25.96,127.0
45.19,110.35,28.51,132.0
40.9,80.4,23.44,116.0
42.06,72.38,27.63,89.0
55.72,105.56,35.94,118.0
39.77,101.8,30.63,108.0
49.44,138.52,30.88,137.0
42.11,87.03,37.91,117.0
35.45,72.63,26.65,105.0
29.1,56.92,23.58,86.0
36.99,83.98,29.61,92.0
28.33,78.11,26.0,91.0
28.55,103.27,24.4,96.0
27.49,115.88,23.21,108.0
31.38,113.92,25.18,113.0
37.48,125.81,27.72,126.0
43.09,131.43,25.92,124.0
55.86,157.59,29.15,135.0
54.94,165.11,29.8,154.0
58.63,175.12,37.36,157.0
73.3,185.23,38.16,173.0
46.73,112.51,26.7,155.0
24.29,46.36,21.72,76.0
30.71,54.77,19.88,69.0
21.46,35.84,25.07,63.0
21.45,49.41,25.67,63.0
42.83,108.67,32.38,99.0
71.44,171.42,37.42,151.0
83.78,214.66,44.68,200.0
92.46,230.62,46.15,229.0
69.49,155.26,34.52,176.0
65.78,177.08,40.86,148.0
76.03,185.21,36.68,186.0
63.37,177.17,42.57,160.0
97.4,235.14,48.01,206.0
121.12,270.61,53.69,268.0
78.87,199.37,44.71,237.0
81.14,221.03,44.81,189.0
118.6,279.23,56.21,253.0
103.26,263.89,54.24,269.0
93.36,256.14,47.73,263.0
70.42,208.39,37.74,219.0
67.93,172.04,44.48,163.0
132.93,264.13,49.89,264.0
91.88,217.12,47.34,237.0
115.96,280.24,55.44,253.0
139.18,342.5,64.18,309.0
137.29,323.31,52.81,332.0
143.2,337.98,57.64,330.0
137.73,313.84,54.31,300.0
168.87,328.13,54.04,344.0
141.15,294.36,55.77,325.0
121.65,274.68,55.49,296.0
119.4,302.16,63.32,274.0
174.04,384.46,77.72,354.0
168.82,368.33,72.23,356.0
203.12,396.01,74.04,394.0
206.05,408.94,77.3,396.0
205.0,375.23,57.66,403.0
231.83,427.06,62.22,397.0
263.39,459.45,70.46,456.0
225.17,405.94,68.02,422.0
236.67,416.97,71.63,433.0
205.44,373.61,65.98,391.0
159.56,298.85,47.39,353.0
97.27,179.85,34.18,238.0
361.98,500.01,48.25,424.0
177.88,312.87,43.78,411.0
175.43,300.54,45.14,317.0
420.3,509.73,64.57,452.0
300.91,440.76,68.25,487.0
288.86,447.4,79.5,430.0
256.68,425.12,70.55,454.0
271.7,464.28,71.88,437.0
265.06,441.43,74.72,454.0
136.2,225.77,59.36,361.0
98.53,175.95,47.83,251.0
138.49,230.56,42.41,302.0
135.21,255.42,51.93,292.0
166.43,313.67,61.82,330.0
179.79,319.12,56.73,340.0
224.1,374.77,63.96,367.0
209.96,349.54,63.79,396.0
139.02,292.92,74.93,317.0
187.85,331.22,61.06,356.0
107.73,223.33,46.57,296.0
133.62,268.83,58.16,266.0
200.69,362.41,68.3,349.0
205.53,378.23,78.94,396.0
193.1,356.12,69.6,363.0
205.17,363.12,63.68,384.0
190.36,340.56,56.74,365.0
147.48,297.66,56.43,335.0
164.63,331.5,67.18,329.0
178.87,356.2,66.91,356.0
211.57,393.74,74.17,394.0
181.62,345.32,65.87,374.0
218.06,395.33,71.73,385.0
193.81,353.86,54.83,376.0
202.83,358.72,59.06,366.0
226.35,388.23,65.3,389.0
264.63,453.77,66.58,431.0
274.97,461.98,68.87,464.0
209.63,327.23,55.1,443.0
94.29,162.44,42.59,264.0
113.42,196.85,45.22,248.0
122.69,211.8,47.31,274.0
150.28,252.01,50.86,295.0
182.78,322.5,58.08,338.0
204.08,339.38,61.34,370.0
205.22,351.7,63.77,370.0
258.1,429.33,68.97,423.0
252.2,403.18,66.03,422.0
326.79,502.83,78.71,468.0
401.58,560.68,77.63,557.0
378.68,546.59,75.26,577.0
268.2,399.37,61.2,475.0
241.0,366.1,65.2,405.0
290.1,453.45,78.43,458.0
249.23,387.84,60.59,413.0
248.12,399.14,64.97,420.0
336.42,503.99,76.89,484.0
319.69,494.51,70.54,509.0
287.34,461.02,69.46,475.0
331.2,515.72,75.06,501.0
355.4,519.34,66.2,537.0
246.46,388.79,57.53,432.0
262.53,411.49,60.35,440.0
174.26,254.66,51.94,371.0
181.74,283.88,52.45,331.0
156.26,242.02,48.95,340.0
143.66,238.94,49.49,321.0
165.95,278.87,58.22,317.0
278.95,432.2,76.71,401.0
311.03,465.89,85.14,482.0
272.45,403.32,66.11,464.0
94.44,173.94,42.16,320.0
134.57,229.1,52.45,248.0
271.96,424.07,83.75,383.0
358.91,519.49,84.74,515.0
237.22,364.61,68.58,437.0
262.68,402.21,77.9,411.0
314.59,478.43,106.04,480.0
175.49,289.4,63.04,413.0
53.25,72.61,38.56,174.0
135.68,211.71,48.14,186.0
130.59,218.93,44.11,328.0
81.2,136.43,40.03,188.0
101.61,169.32,38.43,231.0
136.47,217.45,45.27,275.0
126.48,212.42,49.13,301.0
142.0,235.85,51.47,297.0
206.14,334.21,63.7,342.0
204.25,335.07,65.7,397.0
178.68,265.65,50.75,329.0
177.32,266.3,35.89,338.0
131.1,209.41,34.53,323.0
144.62,248.49,52.85,301.0
256.33,408.32,75.89,398.0
177.25,270.92,50.55,380.0
65.65,107.83,30.8,233.0
72.29,156.6,39.24,136.0
82.5,165.94,38.31,169.0
143.31,255.47,49.26,277.0
173.61,304.98,58.56,332.0
208.64,357.36,66.37,357.0
198.26,336.99,70.04,372.0
153.73,237.08,53.15,350.0
123.46,194.76,44.28,275.0
112.34,181.64,33.33,288.0
99.27,180.93,42.59,247.0
109.11,215.05,56.12,278.0
126.12,229.75,55.44,232.0
102.3,185.4,51.88,305.0
73.33,178.07,47.15,158.0
73.9,147.86,33.95,191.0
56.51,115.07,36.12,116.0
89.34,161.89,46.26,169.0
92.36,172.59,53.86,221.0
59.97,120.3,50.31,144.0
47.18,91.52,35.07,112.0
96.38,180.46,45.02,198.0
93.83,181.26,48.87,222.0
109.6,182.54,62.05,227.0
62.92,105.16,40.61,172.0
105.93,180.84,40.1,217.0
68.86,135.4,40.05,173.0
83.45,168.32,45.3,189.0
104.61,212.7,51.9,228.0
92.07,199.28,51.75,220.0
73.31,162.18,40.84,194.0
73.98,163.8,44.17,157.0
82.17,205.43,52.91,190.0
57.28,129.4,37.45,149.0
89.17,231.19,57.03,168.0
111.2,217.74,48.81,281.0
74.88,144.35,41.27,183.0
68.64,140.6,40.6,143.0
93.61,184.01,46.88,198.0
100.32,202.01,50.33,221.0
103.77,227.07,55.47,239.0
89.82,237.61,54.67,234.0
112.29,197.17,34.63,272.0
38.43,119.87,32.19,141.0
55.62,138.56,34.57,131.0
53.28,133.47,34.25,126.0
65.0,150.34,34.84,136.0
75.82,169.16,40.8,162.0
78.37,186.49,49.68,177.0
116.55,260.26,60.18,245.0
112.67,257.27,60.4,273.0
102.27,238.99,53.75,252.0
58.96,177.53,38.42,198.0
59.08,170.14,38.55,153.0
90.1,211.47,55.76,194.0
85.02,206.04,54.91,208.0
119.71,270.77,63.62,260.0
125.44,281.53,64.7,284.0
96.6,303.71,48.72,269.0
152.91,355.22,44.64,315.0
81.3,280.23,45.87,284.0
87.74,225.5,53.88,240.0
101.94,247.53,56.82,263.0
70.25,204.19,47.54,196.0
61.34,217.0,40.09,202.0
55.93,175.93,37.89,175.0
51.51,168.11,36.61,150.0
54.84,187.59,41.92,163.0
59.08,186.75,35.01,206.0
22.14,62.49,26.84,102.0
38.92,91.55,39.07,104.0
71.62,155.39,47.56,151.0
90.55,193.76,55.28,199.0
95.24,219.06,58.95,225.0
110.16,255.31,61.72,246.0
104.17,277.28,63.45,257.0
85.7,262.58,51.58,232.0
86.41,274.39,39.89,251.0
82.37,244.21,50.69,223.0
73.06,301.82,39.8,248.0
76.44,285.73,40.9,269.0
84.04,274.83,52.04,256.0
95.72,284.13,59.32,257.0
111.57,323.97,63.15,285.0
77.72,282.83,43.19,275.0
52.16,149.1,49.82,202.0
77.96,196.87,59.78,182.0
101.25,249.97,55.16,231.0
118.9,295.84,70.81,267.0
128.78,378.89,69.77,310.0
143.34,415.23,60.85,389.0
137.2,414.7,51.13,390.0
95.07,320.44,38.05,333.0
101.83,289.05,42.02,266.0
178.22,503.28,40.68,352.0
170.81,351.28,50.88,376.0
58.22,124.28,37.53,217.0
84.81,191.04,57.75,194.0
75.45,218.38,50.99,192.0
92.53,316.4,45.67,257.0
44.28,106.51,33.79,176.0
81.99,162.83,45.8,168.0
93.97,218.72,56.55,216.0
77.78,194.58,47.58,206.0
64.24,201.27,51.8,167.0
92.4,230.0,52.71,228.0
43.86,117.66,40.33,151.0
43.66,118.65,34.52,125.0
55.13,136.58,41.51,135.0
64.66,172.68,53.92,163.0
65.82,183.77,61.45,175.0
74.8,202.75,65.84,191.0
85.21,246.05,71.8,226.0
88.57,337.77,56.83,266.0
95.4,298.35,57.24,300.0
73.36,219.79,32.22,222.0
66.94,300.7,30.33,232.0
54.95,171.58,36.0,212.0
73.35,208.72,42.68,190.0
70.61,236.45,44.85,209.0
54.81,152.39,35.32,192.0
69.75,187.62,51.0,184.0
101.05,265.12,62.84,237.0
74.48,233.49,61.53,230.0
118.38,487.77,49.86,315.0
59.86,240.88,30.46,280.0
52.66,189.69,34.53,189.0
53.79,188.21,37.07,167.0
81.86,274.68,47.15,217.0
42.06,160.96,20.56,205.0
40.18,137.08,27.51,126.0
30.39,84.53,32.32,119.0
79.96,223.08,37.14,173.0
42.76,130.88,31.19,175.0
71.15,188.16,44.78,178.0
68.27,177.16,44.12,185.0
42.06,126.12,23.02,153.0
26.29,85.68,25.93,118.0
53.65,119.98,32.24,131.0
67.36,155.9,37.39,161.0
65.3,230.98,39.94,169.0
61.21,239.15,38.37,207.0
58.08,271.27,34.56,223.0
65.24,270.03,33.03,234.0
57.27,189.32,31.09,195.0
71.68,233.25,28.13,202.0
39.99,113.92,26.57,162.0
36.82,87.8,29.23,111.0
48.6,99.98,34.77,113.0
34.25,87.5,29.91,99.0
38.81,91.79,28.87,101.0
49.12,148.79,32.85,129.0
42.56,128.6,30.38,131.0
69.21,278.71,31.36,150.0
76.99,352.26,29.87,300.0
76.35,363.7,26.97,294.0
63.18,294.27,23.13,312.0
63.16,280.99,25.1,243.0
42.04,137.67,27.17,180.0
31.51,79.22,27.54,117.0
32.06,67.73,28.44,92.0
32.92,78.08,37.14,98.0
63.02,158.3,40.79,142.0
46.43,117.84,37.1,137.0
50.57,105.55,33.89,123.0
60.38,119.66,33.03,124.0
73.08,153.96,39.89,156.0
63.26,156.93,40.29,165.0
22.79,63.51,33.52,98.0
30.63,61.26,31.61,94.0
26.16,45.04,25.34,85.0
21.13,46.35,21.89,83.0
24.45,64.17,25.11,82.0
30.1,82.81,26.92,90.0
30.22,76.67,26.45,90.0
34.26,85.89,28.4,98.0
35.06,83.66,30.96,95.0
38.54,80.35,31.0,104.0
46.69,88.15,30.9,101.0
52.2,104.96,34.64,108.0
30.04,57.31,34.68,99.0
32.63,72.98,31.82,104.0
27.69,80.22,28.9,99.0
14.59,61.47,22.08,89.0
16.73,47.75,22.06,75.0
25.53,67.15,25.93,83.0
20.53,51.91,26.18,80.0
21.68,56.18,27.12,85.0
33.21,58.36,31.9,93.0
28.78,56.28,25.03,93.0
15.52,37.1,21.51,73.0
10.24,19.51,19.1,67.0
15.51,30.45,20.93,66.0
38.55,86.13,28.59,99.0
41.74,95.71,26.86,103.0
46.69,129.46,32.68,107.0
44.16,130.49,42.21,125.0
50.49,142.76,40.32,130.0
60.71,149.82,41.76,149.0
33.49,67.82,31.71,107.0
25.06,68.59,31.6,77.0
40.68,107.99,34.48,114.0
42.04,103.01,34.62,119.0
33.92,90.29,30.6,103.0
43.5,105.68,32.44,110.0
57.16,123.23,40.79,123.0
35.13,81.44,32.08,123.0
46.15,101.79,31.91,105.0
70.64,143.56,36.51,131.0
73.33,150.39,36.99,165.0
33.9,90.44,29.09,118.0
35.81,89.47,30.05,96.0
34.98,83.26,30.9,95.0
32.83,77.01,26.84,99.0
56.31,126.43,30.47,107.0
64.48,144.47,34.12,139.0
79.6,174.33,39.69,166.0
57.83,132.61,34.01,158.0
33.59,83.22,29.75,103.0
26.65,69.36,26.05,85.0
35.52,72.61,27.77,83.0
56.6,129.47,36.18,111.0
59.14,135.84,38.18,143.0
35.41,97.32,31.3,117.0
21.74,62.19,24.15,80.0
40.33,106.47,31.73,96.0
39.23,96.29,31.43,112.0
26.51,65.65,30.66,86.0
34.46,83.33,30.02,89.0
35.88,96.22,34.98,103.0
30.52,86.31,29.99,100.0
22.9,69.49,27.25,87.0
15.66,56.71,24.52,78.0
22.52,66.98,26.18,78.0
16.91,51.03,22.84,68.0
29.42,81.97,27.89,75.0
33.92,92.41,28.0,98.0
40.16,96.13,29.72,105.0
57.99,143.97,36.77,140.0
43.07,94.9,34.07,113.0
39.48,108.22,33.82,108.0
58.75,140.15,36.98,127.0
55.88,137.81,33.46,133.0
44.85,116.56,33.4,123.0
77.02,182.89,45.5,165.0
100.82,215.18,50.32,208.0
98.07,203.36,48.05,243.0
103.45,209.42,48.54,235.0
132.57,255.42,51.27,282.0
116.33,239.47,50.83,285.0
133.35,285.26,58.61,291.0
146.37,279.78,53.03,320.0
121.68,245.2,46.51,300.0
90.41,203.39,39.62,265.0
76.77,174.84,51.37,170.0
98.05,203.14,48.83,242.0
115.16,235.0,51.05,254.0
93.51,213.26,50.05,243.0
122.12,268.58,57.92,248.0
173.56,346.51,67.36,335.0
129.9,270.87,52.55,331.0
148.73,290.6,56.43,315.0
198.81,321.68,48.37,354.0
301.39,420.35,48.45,417.0
287.56,440.77,60.03,419.0
279.32,454.35,63.87,452.0
314.32,500.04,71.37,460.0
388.45,584.15,73.61,591.0
320.26,467.74,54.1,473.0
582.28,706.58,49.67,659.0
272.3,386.16,44.53,532.0
190.41,296.98,44.32,385.0
101.09,207.19,54.77,265.0
182.47,292.56,51.64,296.0
154.14,253.44,52.79,346.0
140.8,230.5,44.01,321.0
192.35,296.44,50.35,339.0
252.48,380.54,61.36,376.0
384.34,529.59,66.1,475.0
383.36,541.19,73.6,532.0
371.42,545.66,82.63,537.0
423.52,576.12,59.35,595.0
174.03,293.0,42.35,438.0
96.34,165.5,33.78,273.0
108.4,181.67,40.05,245.0
126.92,218.13,52.79,251.0
175.19,295.47,77.62,315.0
217.7,363.77,91.65,375.0
201.17,332.6,75.08,377.0
130.41,224.14,52.7,334.0
107.86,178.21,43.51,264.0
122.37,213.67,53.29,269.0
114.27,225.78,53.83,284.0
65.7,128.1,42.94,166.0
31.03,58.6,32.3,106.0
53.79,100.29,41.9,89.0
96.96,159.36,45.04,175.0
123.66,192.47,50.39,257.0
141.12,229.08,57.23,299.0
140.07,241.56,60.85,302.0
163.24,277.92,71.65,313.0
271.99,416.79,91.53,389.0
241.69,362.1,69.73,423.0
233.79,348.44,66.41,382.0
239.98,355.16,68.59,404.0
200.33,311.58,68.28,371.0
236.4,363.3,72.63,377.0
299.85,452.65,85.56,430.0
284.18,412.59,64.36,471.0
94.62,124.26,41.21,322.0
78.59,128.36,41.29,179.0
94.67,151.57,39.9,205.0
88.05,133.11,35.06,202.0
93.07,140.23,32.7,178.0
144.0,214.88,44.41,273.0
261.16,385.13,55.64,354.0
316.09,449.06,60.58,452.0
249.87,353.94,50.24,441.0
146.81,202.05,38.96,351.0
171.47,240.19,39.83,321.0
262.69,401.03,56.72,376.0
166.71,258.28,39.77,384.0
196.97,299.85,45.08,340.0
240.07,371.45,54.6,372.0
275.6,426.12,55.98,425.0
326.79,500.15,57.76,455.0
333.43,486.35,55.61,506.0
245.53,338.18,47.5,417.0
372.14,483.87,64.18,492.0
327.04,439.31,64.8,485.0
228.9,337.04,55.65,426.0
220.6,327.22,57.67,366.0
170.21,257.94,48.25,354.0
159.64,247.47,51.19,335.0
