PM2.5,PM10,NO2,AQI
35.28,65.41,22.05,76.0
31.16,63.66,27.84,66.0
35.01,74.36,29.5,69.0
34.14,71.2,27.74,74.0
39.98,83.38,30.46,77.0
37.27,89.76,32.37,84.0
38.79,85.47,31.8,84.0
56.38,115.76,43.87,106.0
63.09,128.53,49.49,125.0
67.01,141.41,47.05,133.0
62.52,138.48,43.0,131.0
57.99,119.51,38.53,128.0
51.37,105.71,29.77,107.0
58.15,132.5,38.77,128.0
68.2,149.58,36.66,126.0
59.22,131.21,38.18,141.0
38.88,83.63,40.69,99.0
40.2,86.11,29.28,77.0
36.94,79.23,30.21,76.0
27.77,68.94,31.23,71.0
32.73,79.91,34.88,70.0
30.56,83.58,41.17,80.0
32.21,85.67,28.37,80.0
38.5,82.42,28.55,79.0
41.49,67.47,27.11,82.0
39.28,71.1,29.29,68.0
42.7,80.0,29.93,75.0
56.38,105.86,36.64,94.0
61.85,130.5,43.3,122.0
74.29,149.4,60.15,146.0
66.96,142.86,57.58,154.0
65.61,134.24,43.19,140.0
59.75,138.05,44.99,126.0
45.93,120.32,47.25,116.0
49.6,116.05,44.57,112.0
45.57,94.57,27.45,97.0
35.27,76.37,22.96,86.0
28.81,77.15,27.78,72.0
25.6,64.14,24.85,68.0
32.51,77.92,27.31,70.0
42.14,107.78,28.15,86.0
55.84,134.28,34.26,112.0
38.49,108.25,33.43,108.0
40.35,103.27,29.75,97.0
42.44,94.49,25.56,91.0
43.21,93.93,27.41,92.0
48.6,98.66,31.95,95.0
49.59,101.91,27.73,97.0
46.51,109.13,29.56,106.0
57.23,135.4,37.61,113.0
33.87,85.6,23.4,100.0
38.58,92.91,25.4,85.0
33.94,68.49,22.05,77.0
32.84,75.09,22.79,70.0
25.67,60.08,21.21,65.0
29.93,75.82,26.85,62.0
31.53,86.96,30.61,78.0
27.51,78.19,25.71,79.0
33.45,83.27,28.19,75.0
32.03,81.84,27.55,82.0
27.86,68.18,28.5,71.0
25.08,69.94,29.65,67.0
26.32,68.45,31.53,67.0
43.39,97.86,33.52,87.0
33.71,72.83,25.04,79.0
39.85,103.66,24.68,84.0
38.0,85.6,20.45,102.0
37.97,72.32,14.21,73.0
28.75,59.24,12.33,66.0
28.47,59.28,12.7,60.0
29.0,60.99,12.23,59.0
34.09,67.6,12.16,65.0
36.17,67.08,11.67,70.0
42.07,75.41,19.37,75.0
34.79,65.96,19.35,72.0
42.42,72.92,19.9,68.0
47.96,83.65,19.98,87.0
48.05,80.7,19.75,88.0
38.13,69.42,18.95,73.0
37.34,72.16,21.26,67.0
30.18,57.17,16.71,66.0
27.87,64.99,18.52,64.0
19.76,39.6,22.67,77.0
19.94,43.45,20.46,56.0
29.36,61.5,25.74,59.0
18.95,36.93,31.96,62.0
23.99,43.01,27.24,55.0
33.4,59.02,21.68,61.0
35.21,66.35,18.03,68.0
38.07,78.8,19.72,74.0
33.99,68.75,18.3,74.0
37.13,68.87,18.82,70.0
38.44,75.93,21.35,74.0
35.67,63.08,25.01,75.0
30.21,61.21,24.42,67.0
26.47,57.08,25.39,58.0
22.83,42.44,29.99,54.0
25.12,46.3,26.18,50.0
27.57,62.7,24.7,53.0
28.99,54.72,22.09,63.0
31.76,72.38,24.4,62.0
29.9,59.77,20.64,71.0
23.51,56.45,21.98,56.0
23.36,53.68,19.73,56.0
16.03,37.73,22.21,51.0
21.12,54.39,24.27,59.0
22.69,53.46,22.43,67.0
24.62,51.4,25.22,54.0
33.03,80.72,26.32,70.0
28.18,69.69,22.57,77.0
31.36,75.39,24.86,71.0
25.18,59.71,21.51,73.0
26.84,58.71,21.67,59.0
27.46,66.53,22.97,65.0
29.56,61.16,21.1,69.0
28.15,47.77,26.08,65.0
38.65,82.55,30.29,83.0
32.09,62.6,27.82,74.0
24.1,54.77,24.07,64.0
25.06,53.65,21.85,60.0
24.12,56.89,23.33,60.0
27.65,61.38,26.37,67.0
32.47,72.72,28.5,70.0
31.05,71.9,27.66,72.0
42.41,122.45,30.17,93.0
36.62,134.25,31.45,106.0
31.59,118.03,33.69,109.0
39.91,137.19,38.9,114.0
44.09,147.59,35.83,122.0
41.03,124.09,26.38,116.0
33.07,97.27,22.72,102.0
32.51,85.85,23.19,89.0
28.66,90.2,24.26,87.0
26.7,96.67,26.37,86.0
21.07,79.56,24.05,84.0
18.56,60.6,23.9,65.0
25.17,60.07,27.75,67.0
30.0,54.63,30.48,55.0
16.47,31.29,23.75,79.0
11.74,24.32,20.72,38.0
13.93,28.72,18.89,33.0
19.57,52.74,22.78,38.0
23.02,74.58,20.88,58.0
19.49,59.86,18.0,64.0
20.2,68.79,19.5,54.0
17.96,56.02,19.43,57.0
20.26,42.43,21.57,48.0
19.96,45.14,23.97,42.0
17.19,35.96,21.01,42.0
9.87,23.48,19.35,38.0
9.8,22.79,19.97,32.0
13.53,31.78,19.95,33.0
10.31,20.76,17.7,31.0
10.31,20.97,18.86,29.0
14.04,33.09,18.92,30.0
20.19,55.14,20.73,37.0
22.5,63.77,19.96,52.0
24.0,72.01,21.8,56.0
22.91,68.3,21.71,60.0
22.36,56.6,22.45,51.0
21.25,45.4,24.72,51.0
22.41,46.29,25.42,52.0
27.05,54.96,21.78,52.0
23.29,44.2,22.64,58.0
15.8,32.18,22.73,49.0
20.24,44.74,27.59,47.0
19.38,41.95,24.58,46.0
26.83,66.5,27.18,48.0
31.79,71.66,10.25,76.0
36.25,69.53,17.79,76.0
31.93,60.06,15.65,72.0
27.66,47.01,18.32,61.0
20.3,34.49,17.88,48.0
19.04,33.84,17.24,49.0
15.87,29.35,14.2,47.0
31.04,58.4,14.17,70.0
32.61,64.75,11.68,67.0
43.52,75.56,24.24,94.0
52.05,89.17,22.9,101.0
37.14,65.3,20.89,88.0
31.52,60.8,14.72,79.0
50.58,107.48,23.6,82.0
48.86,86.87,26.06,105.0
50.99,92.07,24.86,95.0
41.77,77.35,28.04,92.0
19.24,38.81,20.06,54.0
19.23,36.22,16.82,46.0
17.54,35.32,13.16,57.0
26.09,53.43,15.61,56.0
21.93,52.12,13.39,61.0
19.68,44.36,11.86,54.0
22.86,49.27,15.6,62.0
31.59,58.52,20.55,73.0
44.03,76.1,21.47,78.0
47.54,82.48,25.12,98.0
23.16,48.3,16.39,71.0
17.6,30.71,13.65,45.0
20.48,39.15,17.47,58.0
32.09,63.73,18.55,68.0
27.6,54.31,17.39,67.0
28.76,52.07,22.06,58.0
19.65,40.85,14.68,52.0
27.94,60.83,16.38,56.0
26.94,60.03,17.39,64.0
26.2,52.69,19.62,60.0
28.7,56.45,21.13,64.0
29.63,57.5,20.11,66.0
35.3,69.72,17.32,69.0
41.91,75.46,17.21,83.0
45.48,92.7,25.17,97.0
43.74,82.52,28.64,97.0
57.6,104.21,27.41,106.0
44.18,81.77,20.98,91.0
15.02,30.29,14.16,53.0
22.92,44.3,14.3,44.0
25.98,47.27,13.27,54.0
19.9,43.33,14.33,50.0
16.06,34.69,14.13,47.0
14.63,33.81,18.29,44.0
36.9,63.34,31.77,60.0
32.16,50.27,27.46,66.0
25.09,40.45,26.5,56.0
12.07,23.33,13.68,43.0
10.12,20.56,17.97,33.0
21.44,43.61,23.09,44.0
23.4,48.28,25.37,54.0
23.61,44.79,25.41,59.0
17.93,34.63,19.92,46.0
25.22,40.82,21.29,64.0
39.37,62.25,24.23,64.0
33.97,57.32,22.84,73.0
25.88,45.47,24.85,65.0
9.07,16.56,11.38,38.0
11.36,22.78,16.73,34.0
21.7,45.74,20.52,43.0
32.78,58.33,30.56,61.0
45.57,75.21,34.18,105.0
29.86,51.62,25.7,68.0
13.17,22.97,18.01,48.0
29.6,54.22,21.27,45.0
25.81,40.62,17.72,56.0
27.99,47.39,19.07,51.0
20.92,26.95,19.29,48.0
18.3,24.3,13.58,46.0
13.95,30.32,15.32,39.0
27.41,46.94,24.09,50.0
30.31,52.58,19.12,58.0
31.91,55.66,22.73,64.0
18.15,30.42,21.49,62.0
18.41,32.41,36.97,55.0
13.74,24.22,17.02,50.0
12.82,22.87,18.34,49.0
16.68,28.91,17.33,43.0
24.71,40.02,21.28,51.0
14.31,29.09,19.6,54.0
18.83,36.56,16.93,47.0
16.54,35.74,14.93,40.0
26.16,50.5,20.14,50.0
15.99,32.01,19.0,53.0
10.64,19.67,14.85,48.0
10.37,21.58,10.63,39.0
10.02,21.17,12.4,34.0
8.77,20.17,13.0,34.0
11.06,21.3,13.9,34.0
12.63,23.51,15.62,36.0
18.89,33.89,15.5,49.0
20.96,43.09,12.27,49.0
15.06,34.89,17.5,50.0
18.3,34.87,19.49,43.0
13.73,39.58,17.01,44.0
18.34,50.45,18.52,59.0
22.12,54.31,15.75,74.0
20.66,46.43,15.05,53.0
19.19,38.64,12.62,45.0
12.38,26.69,12.2,37.0
9.88,22.6,11.9,33.0
20.57,44.33,23.75,54.0
26.92,54.04,24.46,74.0
22.27,39.76,18.8,61.0
13.46,27.79,15.08,44.0
7.86,19.38,12.54,31.0
11.71,22.26,18.31,36.0
18.45,31.97,19.79,46.0
19.27,33.53,22.59,48.0
19.66,33.92,21.08,47.0
14.96,26.69,18.02,44.0
14.36,30.44,19.59,42.0
32.51,61.75,24.88,56.0
53.48,90.6,26.72,86.0
38.11,65.5,26.61,78.0
32.16,58.42,20.46,70.0
36.38,66.53,25.99,72.0
41.4,76.92,26.84,90.0
33.22,65.76,24.83,77.0
25.16,55.33,21.42,78.0
11.61,30.49,15.09,51.0
14.75,52.87,19.56,51.0
37.23,66.97,26.81,95.0
50.35,82.16,30.4,110.0
69.61,108.35,29.86,116.0
69.89,107.38,31.27,148.0
64.09,103.94,31.64,135.0
56.62,92.76,33.22,129.0
50.03,85.23,34.86,94.0
62.88,108.38,39.8,149.0
61.12,105.64,34.54,145.0
63.0,101.4,32.87,118.0
87.18,128.62,33.12,184.0
68.66,111.63,39.51,174.0
83.63,130.56,41.4,181.0
34.47,58.82,25.85,121.0
17.39,42.0,20.41,55.0
33.33,63.66,26.3,54.0
97.83,133.73,27.72,114.0
129.59,180.39,30.93,289.0
120.12,177.4,36.38,265.0
102.54,171.02,40.53,251.0
106.31,200.92,50.3,255.0
101.59,211.21,54.98,249.0
75.18,157.84,46.23,195.0
67.16,136.63,39.2,140.0
71.91,147.98,48.22,133.0
118.34,221.56,56.85,208.0
141.21,244.81,52.13,296.0
88.07,180.18,56.32,236.0
50.55,103.92,32.06,159.0
11.92,34.15,15.9,64.0
19.4,43.14,19.76,53.0
31.74,81.19,29.62,70.0
83.3,181.97,58.28,173.0
93.94,204.82,61.02,240.0
78.47,171.14,60.5,199.0
73.73,161.01,53.69,186.0
86.92,170.48,59.83,187.0
91.89,178.88,53.58,207.0
106.34,203.72,62.51,235.0
94.08,208.28,63.25,246.0
93.97,195.42,67.53,237.0
90.03,183.8,57.15,216.0
89.43,187.94,60.78,197.0
110.7,222.67,69.34,234.0
132.43,258.0,66.27,295.0
117.23,233.93,63.55,278.0
117.32,229.43,65.19,279.0
114.92,232.5,55.04,276.0
74.28,156.41,47.44,211.0
83.26,170.19,50.73,207.0
107.68,224.99,54.42,242.0
92.93,192.04,44.48,247.0
82.72,165.95,48.51,191.0
95.06,202.55,56.41,205.0
101.36,203.24,53.02,241.0
85.69,173.56,50.15,202.0
71.72,143.09,46.56,183.0
68.23,152.71,56.2,163.0
76.4,163.09,53.73,201.0
61.42,135.43,47.07,129.0
57.4,136.04,53.6,151.0
74.26,149.7,43.49,146.0
67.18,140.94,43.48,139.0
101.93,185.67,43.64,193.0
121.48,228.18,51.04,257.0
96.64,186.46,41.49,269.0
60.88,131.04,42.26,159.0
65.04,139.55,42.15,129.0
69.51,152.91,36.45,143.0
68.66,150.99,38.67,145.0
83.06,185.51,49.15,165.0
121.14,248.22,54.57,258.0
109.38,220.65,45.09,253.0
120.65,234.99,48.48,274.0
123.92,262.53,56.67,295.0
104.65,231.11,69.8,274.0
107.72,217.34,54.49,269.0
79.44,144.61,38.43,179.0
118.6,212.65,42.52,251.0
95.05,177.8,46.23,241.0
114.01,220.29,54.24,235.0
128.67,235.51,64.68,289.0
128.62,247.05,64.93,298.0
114.73,220.19,55.96,267.0
54.29,100.05,36.5,201.0
47.11,96.07,40.23,91.0
91.78,170.2,41.06,182.0
94.41,179.61,47.39,217.0
101.15,197.16,43.52,203.0
107.83,220.72,46.0,264.0
84.88,160.64,48.82,200.0
84.49,158.8,45.77,179.0
78.54,149.81,42.08,162.0
83.17,156.39,45.72,194.0
89.03,191.22,59.86,184.0
146.7,269.95,79.75,286.0
176.49,325.84,94.33,338.0
145.88,256.22,77.25,347.0
111.02,211.36,67.76,277.0
82.65,167.5,64.95,219.0
83.41,176.12,51.05,196.0
62.35,125.7,39.97,148.0
75.02,157.98,54.45,172.0
102.79,200.55,70.22,229.0
118.1,211.3,59.79,260.0
84.27,164.39,58.79,248.0
62.5,134.22,56.5,157.0
106.39,197.16,67.07,234.0
107.8,216.85,68.55,254.0
115.41,221.71,62.58,278.0
51.86,121.15,36.64,175.0
56.91,118.12,36.89,102.0
73.09,154.08,49.78,163.0
61.11,135.39,55.94,159.0
67.01,158.46,59.8,174.0
66.42,139.53,55.57,156.0
79.24,168.58,69.37,184.0
101.36,203.72,67.53,222.0
78.36,161.52,56.1,192.0
80.67,180.94,57.6,189.0
110.11,225.37,59.59,217.0
89.17,174.34,52.41,246.0
80.91,169.09,64.6,196.0
106.37,210.54,76.36,241.0
101.11,203.59,85.22,247.0
99.03,204.3,79.66,240.0
106.87,217.18,80.75,254.0
71.25,157.73,66.46,185.0
100.15,211.64,71.03,219.0
101.37,207.97,70.05,228.0
92.52,190.61,54.74,226.0
84.06,157.66,42.4,203.0
58.63,115.09,36.14,157.0
81.15,175.18,57.85,162.0
107.24,208.66,66.31,242.0
94.78,189.57,53.2,233.0
106.36,205.48,59.18,209.0
82.03,136.88,53.5,237.0
40.94,84.42,40.31,116.0
45.0,89.71,45.61,91.0
73.23,141.5,47.57,142.0
73.68,141.14,57.35,167.0
92.08,173.74,59.52,196.0
97.45,183.82,54.31,222.0
82.48,149.76,38.23,194.0
50.13,86.22,30.3,127.0
34.26,71.62,33.77,89.0
36.1,72.34,29.89,90.0
32.81,58.09,25.75,69.0
37.96,73.49,30.23,82.0
57.01,110.73,35.23,128.0
65.59,119.8,38.92,149.0
56.77,111.27,30.92,143.0
57.54,114.2,33.63,120.0
57.2,110.82,39.86,126.0
52.17,110.27,23.32,132.0
23.34,55.65,26.71,92.0
56.05,116.34,38.02,107.0
61.94,118.28,37.15,138.0
77.16,148.45,42.14,156.0
86.38,149.16,45.5,207.0
42.09,82.64,31.8,139.0
47.22,86.73,26.91,117.0
16.18,30.44,17.81,83.0
29.31,56.35,17.95,99.0
33.21,52.19,13.92,88.0
53.01,77.59,15.94,96.0
37.02,60.49,14.36,95.0
48.1,83.63,14.86,106.0
46.57,77.11,15.71,100.0
40.85,68.04,14.53,101.0
43.56,71.92,16.55,107.0
44.67,76.1,19.05,110.0
50.19,78.52,12.41,117.0
42.51,62.04,11.91,100.0
43.08,71.67,13.25,100.0
60.85,100.15,14.82,129.0
47.78,75.16,11.03,112.0
38.78,70.1,14.7,96.0
39.33,74.46,11.32,95.0
23.45,48.43,11.92,82.0
20.26,43.54,12.71,100.0
19.11,37.8,9.24,79.0
18.03,39.16,8.65,62.0
23.56,57.98,8.48,60.0
24.5,48.39,7.64,65.0
26.65,50.91,6.37,56.0
24.33,55.61,8.17,59.0
30.15,62.36,11.56,68.0
21.85,45.57,7.8,62.0
18.37,39.71,8.91,48.0
13.35,31.37,8.77,67.0
14.57,30.86,7.56,45.0
11.81,24.7,12.3,56.0
16.18,29.16,10.21,56.0
13.48,27.12,9.0,41.0
10.49,23.68,8.56,44.0
15.3,29.63,8.68,59.0
15.74,27.95,8.54,59.0
10.67,36.11,8.2,44.0
7.71,19.98,9.15,45.0
16.66,31.0,10.52,51.0
13.88,29.3,9.11,54.0
10.46,25.57,8.2,51.0
16.81,32.46,10.69,49.0
18.04,32.98,9.23,57.0
22.15,42.76,9.69,50.0
17.49,35.85,8.59,50.0
12.66,27.77,10.21,61.0
16.77,34.69,9.68,59.0
16.16,32.48,8.03,64.0
21.76,44.67,8.27,73.0
19.3,42.14,6.6,63.0
19.21,41.4,8.78,75.0
29.09,59.6,9.97,97.0
24.23,53.11,6.96,71.0
16.61,41.75,5.56,52.0
12.3,31.18,5.35,44.0
11.23,30.52,5.27,44.0
10.61,31.76,5.42,50.0
12.93,33.06,5.99,38.0
8.32,22.93,5.94,32.0
10.3,23.54,6.05,39.0
7.3,32.25,6.66,37.0
17.4,38.11,6.8,47.0
21.78,55.17,5.53,50.0
18.89,49.54,5.08,49.0
16.54,51.67,5.14,48.0
15.14,47.74,5.53,46.0
13.81,39.88,6.09,43.0
15.07,31.97,10.72,47.0
17.5,38.8,8.17,55.0
15.02,37.46,6.76,52.0
14.29,32.47,7.76,55.0
12.65,32.89,9.78,45.0
12.76,34.52,10.59,51.0
14.58,33.88,12.35,63.0
16.0,36.33,7.42,52.0
11.25,28.39,7.44,46.0
16.85,41.15,14.22,59.0
24.22,48.4,10.9,67.0
23.13,43.41,14.77,59.0
19.63,43.1,9.72,54.0
14.39,35.54,9.41,40.0
6.99,21.41,9.52,32.0
8.7,22.11,11.15,38.0
8.96,25.88,9.69,38.0
9.93,25.89,8.63,32.0
11.99,31.75,10.35,34.0
9.9,27.05,10.69,47.0
14.57,41.37,12.68,50.0
15.18,39.77,11.92,47.0
18.5,46.04,11.68,50.0
11.11,34.98,8.06,45.0
9.3,27.62,7.36,37.0
13.7,36.69,9.13,42.0
15.9,43.17,9.47,45.0
16.98,50.87,9.37,52.0
15.53,43.63,6.83,52.0
9.59,28.44,7.91,42.0
7.89,24.73,9.25,37.0
10.58,25.56,12.63,43.0
14.53,32.4,15.98,48.0
14.0,35.85,12.29,47.0
10.53,31.58,10.01,45.0
242.58,158.08,42.92,449.0
151.31,198.02,31.33,336.0
123.41,165.55,22.25,288.0
124.26,161.09,34.37,256.0
164.46,209.11,32.19,298.0
161.92,208.07,29.77,331.0
188.15,232.98,34.5,333.0
195.81,246.0,36.69,364.0
214.23,271.06,36.74,364.0
207.2,269.1,35.29,372.0
150.5,193.93,31.59,356.0
79.29,102.93,25.79,205.0
76.02,106.78,23.89,183.0
116.68,158.66,31.45,184.0
169.64,234.58,35.42,306.0
172.07,236.51,32.84,349.0
106.68,120.41,27.17,280.0
85.02,104.32,26.64,220.0
86.04,108.41,35.09,186.0
107.55,123.53,29.37,202.0
149.01,130.51,33.01,223.0
154.59,174.78,25.34,343.0
177.59,210.76,36.23,311.0
140.36,200.43,36.59,346.0
135.89,210.83,39.22,261.0
86.75,118.72,24.39,231.0
85.47,109.46,23.75,206.0
77.24,101.1,29.47,172.0
123.6,163.55,42.38,233.0
124.14,173.56,48.03,286.0
108.88,162.94,47.62,263.0
66.21,123.68,42.59,171.0
112.8,171.75,43.86,224.0
140.13,208.29,39.57,265.0
149.59,219.96,40.53,304.0
152.45,237.4,45.89,309.0
132.55,208.53,37.57,279.0
152.02,221.91,33.1,296.0
62.05,108.79,40.28,218.0
84.7,156.88,45.34,204.0
67.25,141.65,37.85,172.0
81.92,149.41,43.43,181.0
121.49,222.97,48.55,244.0
104.57,177.15,49.02,245.0
90.22,181.63,57.85,226.0
94.78,205.57,65.46,235.0
94.66,182.56,60.31,230.0
97.57,182.11,60.09,218.0
97.02,177.26,53.96,226.0
124.61,188.68,57.63,242.0
90.54,189.23,56.97,231.0
102.24,203.79,54.59,211.0
101.55,209.41,48.16,251.0
65.2,162.21,51.63,176.0
71.86,174.65,63.63,168.0
83.35,188.33,70.85,197.0
78.63,182.42,63.36,184.0
88.14,192.94,71.1,197.0
112.06,216.1,62.39,251.0
118.06,207.93,35.76,253.0
64.65,113.93,40.41,201.0
75.3,140.58,49.2,158.0
49.01,105.17,40.63,167.0
42.9,83.39,33.22,111.0
41.28,64.98,34.22,116.0
56.63,100.19,42.21,149.0
78.95,193.14,46.36,182.0
81.48,215.29,47.86,209.0
74.69,203.98,53.17,194.0
69.37,193.24,60.4,168.0
76.22,221.57,59.54,194.0
95.29,216.9,50.6,214.0
98.86,171.34,46.42,202.0
52.48,125.73,40.42,148.0
46.69,162.01,48.29,136.0
59.79,194.62,57.21,190.0
58.48,165.04,60.63,182.0
124.48,221.48,56.39,232.0
75.99,150.83,56.35,179.0
70.53,134.29,57.59,163.0
67.26,111.48,48.93,163.0
36.68,46.92,37.39,120.0
39.7,68.63,40.56,83.0
55.2,131.96,40.05,125.0
62.94,156.51,46.86,145.0
66.68,155.37,68.05,156.0
68.82,154.19,71.81,163.0
53.45,135.93,61.85,135.0
107.69,228.3,60.87,210.0
79.23,121.08,47.26,205.0
49.97,80.43,44.45,151.0
65.94,102.57,48.75,177.0
73.42,121.38,47.99,166.0
58.01,118.17,46.63,152.0
58.25,129.36,45.25,146.0
31.87,87.38,43.29,122.0
29.1,81.98,50.82,92.0
35.36,92.03,55.75,92.0
51.5,103.5,46.23,106.0
67.83,110.46,47.14,156.0
55.83,107.36,43.73,140.0
43.86,91.67,47.11,120.0
54.28,99.59,48.52,125.0
55.12,102.79,49.1,127.0
51.74,163.76,48.99,140.0
44.93,112.36,48.88,142.0
53.11,141.19,52.98,132.0
52.64,129.22,52.66,144.0
52.72,119.57,37.04,144.0
62.28,164.71,17.67,150.0
59.87,162.5,18.86,160.0
45.0,116.11,17.36,149.0
51.39,134.87,18.38,143.0
29.74,108.43,17.61,158.0
31.17,92.89,20.4,130.0
38.82,101.67,15.28,134.0
40.92,117.17,14.91,140.0
47.95,121.58,14.6,143.0
26.65,88.62,15.49,131.0
19.17,63.9,15.59,119.0
17.63,62.18,16.04,110.0
35.07,95.66,16.92,122.0
23.5,63.96,17.02,118.0
27.09,73.82,12.84,118.0
13.85,46.4,11.95,104.0
19.03,50.03,14.17,109.0
12.37,39.29,11.68,98.0
15.21,41.96,13.5,111.0
30.93,60.26,14.46,118.0
22.83,55.31,20.58,129.0
15.93,30.03,15.85,140.0
26.6,50.37,14.56,147.0
27.38,59.94,33.4,148.0
19.04,46.96,13.39,149.0
17.95,82.85,15.13,129.0
24.24,86.66,23.41,139.0
22.42,129.27,13.42,171.0
35.51,172.7,14.78,191.0
38.4,202.95,12.11,256.0
22.51,71.44,13.75,138.0
36.48,74.57,18.8,124.0
42.52,93.4,34.22,146.0
53.82,158.92,31.61,176.0
32.79,86.68,19.62,124.0
50.36,118.02,32.81,141.0
52.11,276.34,34.71,239.0
47.43,124.46,29.8,167.0
43.06,112.12,17.54,137.0
32.71,99.65,17.76,119.0
19.31,54.27,22.42,105.0
14.58,55.82,18.36,102.0
25.92,73.06,17.72,95.0
44.72,106.32,10.88,112.0
49.58,129.38,14.4,119.0
41.66,110.63,13.53,110.0
33.42,153.07,11.38,116.0
20.98,92.4,10.58,121.0
27.04,77.1,11.81,95.0
27.46,104.21,20.22,104.0
12.95,47.56,12.85,105.0
17.45,80.29,13.91,110.0
28.54,127.72,30.65,117.0
42.54,93.27,32.15,111.0
30.76,98.13,29.04,106.0
20.15,51.75,15.72,97.0
10.78,40.55,13.74,82.0
19.81,67.2,15.32,88.0
18.17,74.52,19.35,100.0
38.48,99.52,23.81,106.0
37.57,105.97,23.9,111.0
32.56,76.26,29.06,100.0
19.01,59.73,24.21,86.0
15.19,47.85,11.2,85.0
14.44,46.28,6.91,60.0
16.17,40.55,16.17,56.0
17.75,41.77,37.94,53.0
19.12,47.75,37.94,53.0
24.18,48.41,25.77,63.0
16.14,39.71,17.66,60.0
20.07,53.61,15.51,62.0
12.76,40.37,15.13,60.0
15.42,39.87,25.06,60.0
20.71,57.47,26.84,74.0
25.62,55.48,25.52,84.0
27.71,68.29,26.48,88.0
23.16,39.8,25.68,71.0
17.71,63.73,23.01,65.0
19.27,57.42,18.13,82.0
17.24,42.83,20.51,88.0
29.76,60.68,27.5,93.0
35.42,57.82,31.15,98.0
35.33,84.31,44.35,81.0
40.64,92.73,52.89,112.0
33.25,77.65,45.37,81.0
26.64,69.68,36.51,81.0
23.92,70.52,39.01,79.0
28.42,84.49,42.76,79.0
35.71,75.77,48.4,90.0
37.09,98.23,49.9,93.0
43.67,103.08,49.19,112.0
44.76,111.15,47.01,104.0
41.11,94.44,48.83,102.0
46.5,96.07,49.36,95.0
33.54,80.51,65.03,127.0
11.98,103.34,37.86,135.0
27.32,83.02,37.5,105.0
22.75,58.38,37.72,84.0
23.34,80.58,58.13,155.0
24.49,66.8,43.69,138.0
21.85,68.36,31.72,78.0
23.4,81.96,29.87,79.0
29.12,77.05,30.77,95.0
22.44,68.42,37.52,90.0
23.82,62.12,34.3,105.0
16.53,44.53,29.24,67.0
18.76,43.55,29.85,73.0
23.64,52.09,31.32,79.0
27.8,82.45,34.95,89.0
24.73,89.99,33.23,95.0
25.74,86.21,31.69,89.0
30.37,92.09,34.63,94.0
36.85,103.97,43.12,103.0
23.77,96.36,33.73,101.0
23.39,85.46,29.54,93.0
39.42,107.82,53.0,85.0
34.14,106.86,41.82,106.0
28.14,93.6,34.82,101.0
27.92,78.98,35.64,89.0
25.7,80.46,39.56,83.0
28.17,101.92,38.75,90.0
26.93,102.19,38.95,102.0
33.79,101.42,38.88,102.0
33.73,102.06,33.98,102.0
38.2,107.83,33.87,111.0
47.01,111.73,36.96,108.0
31.59,97.97,33.61,102.0
30.39,89.86,38.65,93.0
30.35,77.62,35.76,87.0
32.44,72.64,28.77,87.0
17.78,63.29,23.5,66.0
9.53,32.93,12.87,63.0
8.91,34.51,12.77,53.0
10.56,35.2,12.97,60.0
26.85,54.03,27.72,77.0
29.45,66.39,38.84,77.0
26.88,74.2,30.88,71.0
26.75,57.16,32.96,68.0
37.11,57.14,26.57,67.0
42.4,91.61,35.13,102.0
42.73,94.73,37.04,101.0
42.7,101.98,42.25,98.0
46.08,91.88,36.83,96.0
63.33,98.79,41.67,98.0
52.77,88.89,39.21,160.0
41.43,79.75,33.77,188.0
22.89,54.42,28.03,73.0
28.28,55.62,23.62,64.0
13.46,27.95,14.2,71.0
24.93,47.83,25.39,65.0
33.68,71.78,36.89,65.0
39.38,79.07,36.34,86.0
36.02,92.91,39.78,151.0
13.75,29.45,14.05,49.0
12.67,27.2,8.62,55.0
19.93,33.15,20.31,90.0
27.57,55.19,35.71,78.0
23.78,51.23,26.18,85.0
36.71,64.6,36.36,89.0
62.52,103.15,56.17,108.0
72.4,118.07,45.89,130.0
60.73,92.72,44.06,113.0
54.76,96.82,50.32,104.0
40.24,72.92,38.29,94.0
71.57,99.21,43.55,132.0
42.06,113.21,43.26,133.0
44.1,93.36,45.35,104.0
53.43,101.42,44.43,100.0
51.42,94.82,41.1,105.0
37.61,79.35,42.34,85.0
50.36,102.59,50.06,95.0
43.12,87.66,42.1,97.0
45.73,92.35,40.62,90.0
43.88,83.88,30.35,108.0
89.96,94.0,88.72,110.0
65.83,112.08,45.39,123.0
66.14,105.53,50.18,121.0
64.67,112.79,56.35,116.0
64.92,101.08,60.75,118.0
66.93,100.71,68.56,122.0
62.97,103.08,67.64,109.0
63.12,103.67,83.01,126.0
60.85,108.64,62.1,142.0
63.31,96.76,67.62,110.0
47.62,101.06,26.48,104.0
44.65,76.94,32.65,147.0
44.44,81.9,25.0,91.0
44.81,74.15,24.3,76.0
58.43,96.69,29.01,89.0
64.91,93.18,43.66,117.0
37.5,65.46,19.09,82.0
29.34,53.15,18.55,67.0
12.94,30.1,17.48,55.0
18.14,36.89,21.59,56.0
48.11,92.4,45.09,83.0
71.88,112.68,54.12,113.0
67.16,105.6,70.94,133.0
63.98,104.47,71.81,114.0
60.85,101.39,51.12,112.0
68.5,94.0,61.14,114.0
56.0,94.0,60.94,132.0
78.65,120.82,28.57,129.0
